	id	leg_term	desc	pos_tag	term_root
246	17688770453586356	багшийн хөгжлийн төв	багш ажлын байран дээрээ тасралтгүй хөгжихөд шаардлагатай хэрэглэгдэхүүн, тоног төхөөрөмж бүхий орчинг	NM	төв
477	17688770456558396	бүх төрлийн шатахуун	боловсруулах үйлдвэрт технологийн дагуу боловсруулагдсан эцсийн бүтээгдэхүүн буюу автобензин, дизель түлш, онгоцны түлш, шатдаг хий болон керосин, дайвар бүтээгдэхүүн	NM	шатахуун
446	17688770455845089	гаалийн хяналтын бүс	бараа, тээврийн хэрэгслийг гаалийн хяналт дор ачих, буулгах, шилжүүлэн ачих, хадгалах, тээвэрлэх, гаалийн хяналтыг хэрэгжүүлэх зорилгоор тусгайлан тогтоосон байр, агуулах, талбайг	NM	бүс
684	17688770459336968	хүний эс, эд, эрхтэн	хүний эрхтэн, эрхтний хэсэг, эс болон эдийн нийлмэл бүрдлийг	NM	эрхтэн
966	17688770464464259	газрын улсын бүртгэл	тодорхой хил заагаар бусад газраас тусгаарлагдсан аж ахуйн нэгж, байгууллага, иргэний эдлэн газрыг эзэмших, ашиглах эрх, түүний шилжилтийг бүртгэж, баталгаажуулах үйл ажиллагааг	NM	бүртгэл
878	17688770462818500	инновацийн дэд бүтэц	инновацийн үйл ажиллагаанд хөрөнгө, нөөцийн болон бусад дэмжлэг үзүүлэх зорилго бүхий зохион байгуулалтын бүтэц, барилга байгууламжийг	NM	бүтэц
875	17688770462812004	менежментийн компани	хөрөнгө оруулалтын компанитай байгуулсан энэ хуулийн 3112-т заасан гэрээний үндсэн дээр уг хөрөнгө оруулалтын компанийн активын удирдлагыг хэрэгжүүлж байгаа тусгай зөвшөөрөл бүхий компанийг	NM	компани
256	17688770453753623	үнэлгээний шинжилгээ	энэ хуулийн 316-д заасан байгаль орчинд нөлөөлөх байдлын үнэлгээний ажлыг холбогдох хууль журмын дагуу гүйцэтгэсэн эсэх, тайлан, дүгнэлт үндэслэлтэй, зөв эсэхэд мэргэжлийн дүгнэлт гаргах үйл ажиллагааг	NM	шинжилгээ
969	17688770464525125	кибер аюулгүй байдал	кибер орчинд мэдээллийн бүрэн бүтэн, нууцлагдсан, хүртээмжтэй байдал хангагдсан байхыг	NM	байдал
968	17688770464465232	нэгж талбарын дугаар	газар өмчлөх эрх болон түүнтэй холбоотой эд хөрөнгийн бусад эрхийг газрын улсын бүртгэлд бүртгэснийг нотолж, газрын асуудал эрхэлсэн төрийн захиргааны байгууллагаас олгосон дахин давтагдахгүй дугаарыг	NM	дугаар
1125	17688770475023910	нэмэлт санал хураалт	энэ хуулийн 78 дугаар зүйлд заасны дагуу явагдах санал хураалтыг	NM	хураалт
630	17688770458132233	хүний эрх хамгаалагч	хүний эрх хамгаалагчийн эрх зүйн байдлын тухай хуулийн 411-д заасныг	NM	хамгаалагч
622	17688770457978420	нэг цэгийн үйлчилгээ	хохирогчийг эмнэлэг, төрийн, төрийн бус байгууллагад түр байрлуулан эмнэлгийн тусламж болон энэ хуульд заасан бусад үйлчилгээг нэг доор үзүүлэх ажиллагааг	NM	үйлчилгээ
605	17688770457579960	эрэн сурвалжлах ажил	тагнуулын байгууллага цагдаа, хорих ял эдлүүлэх байгууллагад эрүүгийн байцаан шийтгэх хууль болон бусад хууль тогтоомжоор харьяалуулсан эрүүгийн хэргийг илрүүлэх, түүнийг үйлдсэн этгээдийг олж тогтоох чиглэлээр хийх нууц ажиллагааг хэлнэ	NM	ажил
585	17688770457411495	генетик нөөц ашиглах	генетик нөөц, генетик нөөцтэй холбоотой уламжлалт мэдлэгийг судалгааны болон ашиг олох зорилгоор илрүүлэх, цуглуулах, судлан хөгжүүлэх, бүтээгдэхүүн бий болгох үйл ажиллагааг	NM	ашиглах
591	17688770457417972	урьдчилсан зөвшөөрөл	генетик нөөцтэй холбоотой уламжлалт мэдлэгээ ашиглуулж болохыг зөвшөөрсөн эзэмшигчээс өгсөн баталгааг	NM	зөвшөөрөл
645	17688770458571696	даатгалын багц дүрэм	энэ хуульд заасны дагуу эрх бүхий байгууллагаас даатгалын үйл ажиллагааг зохицуулах зорилгоор гаргаж буй дүрэм, журам, заавар, нөхцөл, шаардлагыг	NM	дүрэм
1061	17688770465277360	хамтын эрсдэлийн сан	даатгуулагчид учирсан хохирлыг нөхөн төлөх үүргийг хамтран хариуцахаар хэд хэдэн даатгагч хамтарч энэ хуулийн дагуу байгуулсан санг	NM	сан
1055	17688770465271322	сумын малын хорогдол	жилийн эцсийн болон хагас жилийн мал тооллогын албан ёсны дүн мэдээнд үндэслэн тооцоолсон том малын хорогдлын тоог	NM	хорогдол
572	17688770457242858	хорио цээрийн дэглэм	цацраг хими, биологийн осол болон хүн, мал, амьтны гоц халдварт өвчин, цар тахлаас урьдчилан сэргийлэх, хор уршгийг арилгах, таслан зогсоох зорилгоор халдварласан, халдвар тээгч, халдварласан байж болзошгүй сэжиг бүхий болон тэдгээрийн харьцагч, хавьтагч хүн, мал, амьтан, эд материалыг тусгай нөхцөлд тогтоосон хугацаагаар бусдаас тусгаарлах, эмчлэх, сувилах, хяналт-ажиглалтад байлгах, ариутгахыг	NM	дэглэм
99	17688770451315441	үл хөдлөх эд хөрөнгө	иргэний хуулийн 843, 862-т заасныг	NM	хөрөнгө
571	17688770457242338	хүмүүнлэгийн тусламж	иргэн, байгууллага, хуулийн этгээдээс гамшгаас хамгаалах үйл ажиллагаанд зориулж сайн дурын үндсэн дээр өгч байгаа мөнгөн хөрөнгө, техник хэрэгсэл, бараа материал, ажил, үйлчилгээг	NM	тусламж
85	17688770451179526	зөвшөөрөгдөх хаягдал	агаарын чанарын стандартаас хэтрэхгүй байхаар агаарын бохирдлын эх үүсвэрийн хувьд тогтоосон бохирдуулах бодисын хүрээлэн байгаа агаарт гаргаж болох дээд хэмжээг	NM	хаягдал
573	17688770457243284	хязгаарлалтын дэглэм	засаг захиргаа, нутаг дэвсгэр, голомтын бүсэд гамшгаас хамгаалах үйл ажиллагааг хэрэгжүүлэх зорилгоор хүн, мал, амьтан, тээврийн хэрэгслийн шилжилт хөдөлгөөнийг зогсоох, иргэн, байгууллага, хуулийн этгээдийн үйл ажиллагаа болон эрхийг хязгаарлахыг	NM	дэглэм
848	17688770462716079	зээлийн батлан даалт	банк, эрх бүхий хуулийн этгээдийн мөнгөн хадгаламж, төлбөр тооцоо, зээлийн үйл ажиллагааны тухай хуулийн 28 дугаар зүйлд заасныг	NM	даалт
79	17688770451174920	хөдөлгөөнт эх үүсвэр	дизель түлш, шатахуунаар ажилладаг бүх төрлийн автотээврийн хэрэгсэл, өөрөө явагч болон зөөврийн хөдөлгөөнт хэрэгслийг	NM	үүсвэр
534	17688770457121854	галын аюулгүй байдал	учирч болзошгүй гал түймрийн аюулаас хүний амь нас, эрүүл мэнд, эд хөрөнгө, байгаль орчин болон нийтийн ашиг сонирхлыг хамгаалсан байдлыг	NM	байдал
676	17688770459063263	хөлөг онгоц эзэмшигч	өөрийн эрх, хууль ёсны ашиг сонирхлын дагуу тодорхой хугацаагаар хөлөг онгоцыг эзэмших эрхийг хууль болон хэлцлийн үндсэн дээр авч, үүрэг хүлээж, ашиглаж байгаа хүн болон хуулийн этгээдийг	NM	эзэмшигч
807	17688770462562374	тоглогч уран бүтээлч	утга зохиолын, урлагийн, ардын урлагийн бүтээлийг дуулах, хөгжимдөх, жүжиглэх, бүжиглэх, унших зэргээр гүйцэтгэн тоглодог дуучин, хөгжимчин, жүжигчин, бүжигчин, уран уншигч зэрэг бусад хувь хүнийг	NM	бүтээлч
804	17688770462561094	компьютерын программ	компьютер болон бусад тооцоолон бодох төхөөрөмж ашиглан тодорхой үр дүн гаргах, үүрэг гүйцэтгүүлэхээр байршуулж, системчлэн зохион байгуулсан зааварчилгааны бүрэлдэхүүн байгууламж бүхий программын хэлээр бичигдсэн кодыг	NM	программ
651	17688770458578179	даатгагчийн баталгаа	даатгагч нь үүрэг гүйцэтгүүлэгчийн бичгээр тавьсан шаардлагаар үүрэг гүйцэтгэгчийн өмнөөс мөнгөн төлбөрийг гүйцэтгэх, үүрэг гүйцэтгэгч нь даатгагчид төлбөр төлөх үүргийг тус тус хүлээсэн хэлцлийг ойлгоно	NM	баталгаа
139	17688770451884516	нэг хэвлэлийн хуудас	а4 бичгийн цаасны найман нүүрийг ойлгоно	NM	хуудас
390	17688770454843698	сургалтын байгууллага	боловсролын нэг буюу хэд хэдэн түвшний боловсролын агуулгыг хэрэгжүүлдэг хуулийн этгээдийг	NM	байгууллага
374	17688770454757927	бие бялдрын боловсрол	боловсролын албан болон албан бус хэлбэрээр идэвхтэй хөдөлгөөн, спортоор хичээллэх арга барил, мэдлэг, дадал эзэмшүүлэх үйл ажиллагааг	NM	боловсрол
900	17688770462962758	иргэний агаарын хөлөг	улсын агаарын хөлгөөс бусад бүх төрлийн агаарын хөлөг	NM	хөлөг
338	17688770454604601	барилгын ажлын талбай	барилгын ажил гүйцэтгэж байгаа газрыг	NM	талбай
410	17688770455125928	энгийн вексель бичигч	нийлүүлсэн бараа, үзүүлсэн ажил, үйлчилгээний төлбөрийг тогтоосон хугацаанд нь бэлтгэн нийлүүлэгч, ажил, үйлчилгээ үзүүлэгчид төлөхийг баталж вексель бичсэн төлбөр хариуцагчийг хэлнэ	NM	бичигч
711	17688770459477543	суралцагчийн тэтгэлэг	дээд боловсролын сургалтын байгууллагын суралцагчийн суралцах болон амьжиргааны зардлыг бүхэлд нь буюу тодорхой хэсгийг санхүүжүүлэхэд зориулан олгох буцалтгүй мөнгөн тусламжийг	NM	тэтгэлэг
890	17688770462952422	агаарын хөлгийн дарга	агаарын хөлгийн удирдлагыг гүйцэтгэж, нислэгийн аюулгүй ажиллагааг биечлэн хариуцаж байгаа нисэгч	NM	дарга
348	17688770454602320	гадна тохижилтын ажил	барилга байгууламжийн гаднах талбайн ногоон байгууламж, автозам, зогсоол, явган хүний зам, гарц, оршин суугчдын амрах болон хүүхдийн тоглоомын талбай, уран барилгын жижиг хэлбэр, гэрэлтүүлэг зэргийг барьж байгуулах үйл ажиллагааг	NM	ажил
411	17688770455122078	шилжих вексель бичигч	вексельд заасан төлбөрийг вексель эзэмшигчид төлөхийг төлбөр хариуцагчаас нэхэмжилж байгаа этгээдийг хэлнэ	NM	бичигч
738	17688770459968910	автотээврийн хэрэгсэл	автотээврийн тухай хуулийн 311-д заасныг	NM	хэрэгсэл
219	17688770453015488	ашигт малтмал ашиглах	газрын гадаргуу, түүний хэвлий, хүдрийн овоолго, хаягдал, байгалийн уснаас ашигт малтмал ялган авах, олборлох, түүний ашигт агуулгыг нэмэгдүүлэх, баяжуулах, бүтээгдэхүүн үйлдвэрлэх, борлуулах болон түүнтэй холбогдсон бусад үйл ажиллагааг	NM	ашиглах
445	17688770455841224	гаалийн баталгаат бүс	гаалийн баталгаат агуулах, үйлдвэрийн болон үзэсгэлэнгийн газар, барилгын талбай, гаалийн тусгай бүс, татваргүй барааны дэлгүүрийг	NM	бүс
757	17688770460022888	амьдрах ухааны чадвар	гэр бүл төлөвлөлт, санхүүгийн мэдлэг болон эрүүл, аюулгүй ажиллах, амьдрах зан үйл, дадал төлөвшил, нийгэм сэтгэл зүйн чадварыг	NM	чадвар
967	17688770464461081	газрын мэдээллийн сан	газрын нэгдмэл сангийн мэдээлэл, өгөгдөлд боловсруулалт хийх бололцоотой техник, технологид үндэслэсэн төр, аж ахуйн нэгж, байгууллага, иргэний хэрэгцээг хангахуйц системчлэгдсэн өгөгдлүүдийн цогцыг	NM	сан
271	17688770454115111	хамтран ажиллах гэрээ	төрөөс дахин хөрөнгөжүүлж байгаа банк санхүү, төсвийн асуудал эрхэлсэн төрийн захиргааны төв байгууллагатай байгуулсан банкийг шинэчлэх төлөвлөгөөг хэрэгжүүлэхэд хүлээх үүрэг, хамтын ажиллагааны хүрээ, төрөөс оруулсан хөрөнгийг төсөвт буцаан төвлөрүүлэх, банкийг шинэчлэх төлөвлөгөөний хэрэгжилтийг мэдээлэх болон талуудын бусад эрх, үүргийг тодорхойлсон хэлцлийг	NM	гэрээ
465	17688770456282351	хамаарал бүхий этгээд	гадаадын иргэний эхнэр, нөхөр, хамтран амьдрагч, эцэг, эх, өвөг эцэг, эмэг эх, хүүхдийг	NM	этгээд
39	17688770451002727	автотээврийн хэрэгсэл	зорчигч, ачаа тээвэрлэхэд зориулсан бүх төрлийн автомашин, чиргүүл, цахилгаан тээврийн хэрэгслийг	NM	хэрэгсэл
658	17688770458954364	дайчилгааны даалгавар	улс орны эдийн засаг, нийгмийг дайны байдалд шилжүүлэх, зэвсэгт хүчнийг өргөтгөн зохион байгуулах зорилгоор энэ хуулийн 82, 83 дахь хэсэгт заасан эрх бүхий байгууллага, албан тушаалтнаас төрийн захиргааны төв байгууллага, засаг захиргаа, нутаг дэвсгэрийн нэгж, байгууллага, аж ахуйн нэгж, иргэнд хүлээлгэсэн үүргийг	NM	даалгавар
806	17688770462568364	хамаарах эрх эзэмшигч	энэ хуульд заасны дагуу хамаарах эрх эдлэх хувь хүн, хуулийн этгээд, эсхүл тэдгээрээс хамаарах эрхийг шилжүүлэн авсан хувь хүн, хуулийн этгээдийг	NM	эзэмшигч
948	17688770464353262	ашиг сонирхлын зөрчил	нийтийн албанд нийтийн болон хувийн ашиг сонирхлыг зохицуулах, ашиг сонирхлын зөрчлөөс урьдчилан сэргийлэх тухай хуулийн 313-т заасныг	NM	зөрчил
505	17688770456617245	нөөц ашигласны төлбөр	олборлосон газрын тосонд ногдуулах төлбөрийг	NM	төлбөр
510	17688770456622131	өртөг нөхөгдөх зардал	хайгуул, бүтээн байгуулалт, үйл ажиллагаа, татан буулгалтын зардлын нийлбэрийг	NM	зардал
190	17688770452798749	аудитын үйл ажиллагаа	аудитын хуулийн этгээдээс гэрээний үндсэн дээр аж ахуйн нэгж, байгууллагын санхүүгийн тайлан, иргэний санхүүгийн баримтыг хянаж дүгнэлт гаргах, зөвлөмж өгөх хараат бус, мэргэжлийн үйл ажиллагааг	NM	ажиллагаа
196	17688770452797860	бусад баталгаажуулалт	санхүүгийн мэдээллийг холбогдох олон улсын стандартын дагуу шалган баталгаажуулах үйл ажиллагааг	NM	баталгаажуулалт
181	17688770452665851	баримт бичгийн бүрдэл	баримт бичиг зохиож бүрдүүлэх, тэдгээрийг албан ёсны хүчинтэй болгоход зайлшгүй шаардлагатай хууль тогтоомж, стандартаар тогтоосон мэдээллийг	NM	бүрдэл
543	17688770457125795	томилгоот бүрэлдэхүүн	гал түймэр унтраах зориулалтын автомашин, багаж хэрэгсэлтэйгээр 24 цагаар үүрэг гүйцэтгэх гал түймэр унтраах аврах ангийн салааны захирагч, тасгийн захирагч, галын автомашины жолооч, гал сөнөөгч, дуудлага хүлээн авагч зэрэг мэргэжлийн алба хаагчдыг	NM	бүрэлдэхүүн
824	17688770462563380	нэгэн зэрэг дамжуулах	утастай, утасгүй болон харилцаа холбооны бусад сүлжээгээр аль нэг өргөн нэвтрүүлгийн байгууллагын анхлан дамжуулсан өргөн нэвтрүүлгийг бусад этгээд аливаа өөрчлөлтгүйгээр нэгэн зэрэг, бүрэн эхээр нь нийтэд дамжуулахыг	NM	дамжуулах
829	17688770462651860	төрийн цэргийн номлол	тайван цагт болон дайны үед зэвсэгт хүчнийг ашиглах үзэл баримтлал, арга замыг тодорхойлсон баримт бичгийг	NM	номлол
821	17688770462567869	нийтэд дэлгэж үзүүлэх	бүтээлийн эх хувь, эсхүл түүний хуулбарыг шууд буюу телевиз, үзэсгэлэн, дуудлага худалдаа, дэлгэц, эсхүл эдгээртэй ижил төстэй хэлбэрээр нийтэд зориулан үзэх боломжтой байдлаар танилцуулахыг	NM	үзүүлэх
655	17688770458955164	хэсэгчилсэн дайчилгаа	нутаг дэвсгэрийн зарим хэсэгт дайчилгаа явуулах буюу хязгаарлагдмал зорилтыг хэрэгжүүлэхийн тулд улсын дайчилгааны нэгдсэн төлөвлөгөөний зөвхөн зарим арга хэмжээг хэрэгжүүлэхийг	NM	дайчилгаа
657	17688770458959558	дайчилгаатай сургууль	оногдуулан бүртгэгдсэн цэргийн бэлтгэл үүрэгтэн, техник хэрэгслийг цэргийн хээрийн сургуульд татан оролцуулахыг	NM	сургууль
654	17688770458952540	бүх нийтийн дайчилгаа	монгол улсын нийт нутаг дэвсгэрт улсын дайчилгааны нэгдсэн төлөвлөгөөг бүрэн хэмжээгээр хэрэгжүүлэхийг	NM	дайчилгаа
128	17688770451671149	итгэмжлэгдсэн ажилтан	улсын бүртгэлийн байгууллагатай гэрээ байгуулан ажиллаж байгаа төрийн захиргааны болон төрийн үйлчилгээний албан хаагчийг	NM	ажилтан
852	17688770462746627	зээлдэгчийн зөвшөөрөл	зээлдэгчээс энэ хуулийн 6 дугаар зүйлд заасан мэдээллийг зээлийн мэдээллийн үйлчилгээ үзүүлэх этгээдэд өгөхийг зөвшөөрсөн баримтыг	NM	зөвшөөрөл
935	17688770463071360	иргэний улсын бүртгэл	улсын бүртгэлийн ерөнхий хуулийн 312-т заасныг	NM	бүртгэл
70	17688770451178105	хүрээлэн байгаа агаар	байгаль орчны бүрэлдэхүүн хэсгийн нэг болох хийн мандлын байгалийн төлвөөрөө байгаа хийн хольцыг	NM	агаар
838	17688770462652211	цэргийн нийтлэг дүрэм	цэргийн өдөр тутмын үйл ажиллагаа, албан тушаалтны эрх, үүрэг, хариуцлага, тэдгээрийн хоорондын харилцааны хэм хэмжээг зохицуулсан эрх зүйн баримт бичгийг	NM	дүрэм
916	17688770462965418	нисэхийн бичиг баримт	энэ хууль болон түүнд нийцүүлэн гаргасан дүрэм, журмын дагуу нисэхэд хамаарах үйл ажиллагаа (хуулийн этгээд, аэродром, агаарын хөлөг, түүнд хамаарах бүтээгдэхүүн болон тэдгээрийн үйлдвэрлэл, нисэхэд холбоотой бусад үйлчилгээ)-нд иргэний нисэхийн асуудал эрхэлсэн төрийн захиргааны байгууллагаас олгосон гэрчилгээ, үнэмлэх, зөвшөөрөл болон бусад бичиг баримт	NM	баримт
8	17688770450709668	сонгуульд нэр дэвшигч	монгол улсын ерөнхийлөгч, улсын их хурал, бүх шатны иргэдийн төлөөлөгчдийн хурлын сонгуульд нэр дэвшигчийг	NM	дэвшигч
644	17688770458579349	даатгалын нөхөн төлбөр	гэрээний дагуу даатгалын тохиолдол үүссэн нөхцөлд даатгагчаас даатгуулагчид олгох мөнгөн хөрөнгийг	NM	төлбөр
28	17688770450863745	зураг төслийн магадлал	авто зам, замын байгууламжийн зураг төслийн хийц, инженерийн шийдэл, тооцоо нь байгаль, цаг уур, газар орны нөхцөлд зохицож байгаа эсэх, замын хөдөлгөөний зохион байгуулалт, аюулгүй байдал нь авто зам, замын байгууламжийн норм, норматив, техникийн баримт бичгийн шаардлага хангасан эсэхэд мэргэжлийн дүгнэлт гаргах үйл ажиллагааг	NM	магадлал
662	17688770458965664	баталгаат албан тушаал	улс орны удирдлага, эдийн засаг, нийгмийн үндсэн салбаруудын тогтвортой ажиллагааг хангахын тулд цэргийн дайчилгаанаас чөлөөлж байхаар засгийн газраас тогтоосон албан тушаалыг	NM	тушаал
621	17688770457975466	гэр бүлийн хүчирхийлэл	энэ хуулийн 3 дугаар зүйлд заасан этгээд энэ хуулийн үйлчлэлд хамаарах хүний сэтгэл санаанд дарамт учруулах, эдийн засаг, бэлгийн эрх чөлөө, бие махбодод халдсан үйлдэл, эс үйлдэхүйг	NM	хүчирхийлэл
508	17688770456626477	үйл ажиллагааны зардал	ашиглалтын талбайд бүтээн байгуулалтын болон татан буулгалттай холбогдон гарсан зардлаас бусад газрын тос олборлохтой холбогдон гарах зардлыг	NM	зардал
506	17688770456611351	хайгуулын ажлын зардал	энэ хуулийн 418-д заасан үйл ажиллагаатай холбогдон гарах зардлыг	NM	зардал
666	17688770458962424	дайчилгааны төлөвлөгөө	дайчилгааны бэлэн байдлыг хангахын тулд хэрэгжүүлэх арга хэмжээг цаг хугацаа, байр, үүрэг, хариуцах эзэн, арга хэлбэр, багтаамжаар нь уялдуулан зохицуулж боловсруулсан баримт бичгийн цогцыг	NM	төлөвлөгөө
545	17688770457123581	ой, хээрийн гал түймэр	ой болон хээрийн бүсэд шатамхай ургамлаар дамжин гал хяналтгүй тархахыг	NM	түймэр
468	17688770456437251	гадаадын цэргийн хүчин	орон тооны бие бүрэлдэхүүн, зэвсэг, байлдааны болон тусгай зориулалтын техник хэрэгслээр хангагдсан нэгдсэн үндэстний байгууллага, олон улсын бусад байгууллага, гадаад улсын зэвсэгт хүчний харьяалал бүхий цэргийн зохион байгуулалттай бүлэг, салбар, анги, нэгтгэл, байгууллагыг хэлнэ	NM	хүчин
721	17688770459803471	жендэрийн хэвшмэл үзэл	улс төр, эдийн засаг, нийгэм, соёлын ба гэр бүлийн харилцаанд эрэгтэй, эмэгтэй хүний гүйцэтгэх үүрэг, эдлэх эрхийн талаар хүйсийн шинжээр уламжлагдан тогтсон ялгаатай ойлголт, хандлагыг	NM	үзэл
281	17688770454214857	нэгдсэн хяналт шалгалт	банкны нэгдлийн оролцогчийн санхүүгийн үйл ажиллагаанд дангаар болон нэгдсэн байдлаар хяналт шалгалт хийхийг	NM	шалгалт
1009	17688770464881470	зохицуулах байгууллага	концессыг хэрэгжүүлэхэд зөвшөөрөл олгох, үнэ тариф тогтоох, концессын зүйл, эсхүл түүгээр үйлчилгээ үзүүлэхтэй холбогдсон дүрэм, журмыг батлах, мөрдүүлэх үүрэг бүхий төрийн байгууллагыг	NM	байгууллага
343	17688770454608519	барилгын үйл ажиллагаа	барилга байгууламжийн зураг төсөл, баримт бичиг боловсруулах, магадлал хийх, барилгын ажил гүйцэтгэх, үе шатны ажилд хяналт тавих, чанар аюулгүй байдлын шинжилгээ хийх, ашиглалтад оруулж, гэрчилгээжүүлэхийг	NM	ажиллагаа
403	17688770454847234	сургалтын цөм хөтөлбөр	тухайн шатанд суралцагчийн эзэмших мэдлэг, ур чадвар, төлөвшлийн түвшин, түүнд хүрэх цогц үйл ажиллагааны ерөнхий зохион байгуулалтыг илэрхийлсэн баримт бичгийг	NM	хөтөлбөр
705	17688770459393667	улсын онц чухал обьект	"монгол улсын засгийн газраас /цаашид ""засгийн газар"" гэх/ тогтоосон онцгой ач холбогдол бүхий байгууллага, үйлдвэр, барилга байгууламжийг"	NM	обьект
962	17688770464469621	газрын чанарын үнэлгээ	газрыг түүний төлөв байдал, чанарыг илэрхийлэх үзүүлэлтээр харьцуулан үнэлэх үйл ажиллагааг	NM	үнэлгээ
851	17688770462742536	зээлийн мэдээллийн сан	монголбанк болон зээлийн мэдээллийн үйлчилгээ үзүүлэх этгээдийн эзэмшиж байгаа зээлдэгчдийн зээлийн мэдээллийг	NM	сан
162	17688770452314957	амьтныг өсгөн үржүүлэх	амьтныг зохих журмын дагуу эзэмшилдээ авч, батлагдсан технологи, норм, нормативын дагуу тэжээврээр үржүүлэх замаар үр төлийг бойжуулан өсгөхийг	NM	үржүүлэх
811	17688770462568406	хамаарах эрхийн объект	бүтээлийг шууд тоглосон тоглолт, түүний бичлэг, фонограмм болон дамжуулж байгаа өргөн нэвтрүүлгийг	NM	объект
822	17688770462565039	нийтийн хүртээл болгох	бүтээлийг нийтэд тоглох, нийтэд дамжуулах, нийтлэх болон бусад хэлбэрээр нийтэд ашиглах боломж олгохыг	NM	болгох
193	17688770452795025	аудитын хуулийн этгээд	аудитын үйл ажиллагаа эрхлэх тусгай зөвшөөрөлтэй нөхөрлөл, компанийг	NM	этгээд
236	17688770453028042	ашигт малтмалын баялаг	геологийн зураглал, сэдэвчилсэн судалгаа, эрэл, хайгуулын ажлаар ашигт малтмалын тоо хэмжээ, хэлбэр, агуулга, эрдсийн бүрэлдэхүүн, эдийн засгийн ач холбогдол нь нарийвчлан үнэлэгдээгүй эрдсийн хуримтлалын хэсгийг	NM	баялаг
1138	17688770475649711	зарчмын зөрүүтэй санал	хууль, улсын их хурлын бусад шийдвэрийн төсөлд өөрчлөлт оруулахтай холбоотой бичгээр гаргасан саналыг	NM	санал
1108	17688770473976045	орон нутгийн чиг үүрэг	хуульд заасны дагуу нутгийн өөрийн удирдлагад тусгайлан олгосон, нутгийн өөрөө удирдах байгууллага хариуцан шийдвэрлэх эдийн засаг, нийгмийн шинжтэй асуудлыг	NM	үүрэг
1024	17688770465081420	мэдрэмтгий мал, амьтан	тодорхой нэрийн халдварт өвчнөөр өвчлөх эрсдэлтэй мал, амьтныг	NM	амьтан
777	17688770460992490	захиргааны байгууллага	захиргааны ерөнхий хуулийн 5 дугаар зүйлд заасан байгууллагыг	NM	байгууллага
509	17688770456626470	татан буулгалтын зардал	бүтээгдэхүүн хуваах гэрээний хугацаа дуусгавар болох үед гэрээлэгчээс байгаль орчныг бүрэн гүйцэд нөхөн сэргээх, олборлолтын цооногийг хаах, барилга байгууламжийг татан буулгах, нүүлгэн шилжүүлэхтэй холбогдон гарах зардлыг	NM	зардал
690	17688770459339384	цус, цусан бүтээгдэхүүн	эмчилгээний зорилгоор донорын цуснаас үйлдвэрлэлийн аргаар бэлтгэсэн бүтээгдэхүүнийг	NM	бүтээгдэхүүн
1008	17688770464885840	концессыг санхүүжүүлэгч	концесс эзэмшигчийн үйл ажиллагаанд зориулан зээл олгох, баталгаа гаргах зэрэг санхүүгийн үйлчилгээ үзүүлсэн этгээдийг	NM	санхүүжүүлэгч
309	17688770454471365	барааны тэмдэг эзэмшигч	бүртгэгдсэн барааны тэмдгийг өмчлөх эрхийг хуульд заасан журмын дагуу олж авсан этгээдийг	NM	эзэмшигч
405	17688770454844990	насан туршийн боловсрол	бүх насны иргэд боловсролын албан болон албан бус хэлбэрээр ёс суртахуун, гоо зүй, иргэн, гэр бүл, шинжлэх ухаан, амьдрах ухааны боловсролыг тасралтгүй эзэмших үйл ажиллагааг	NM	боловсрол
404	17688770454847275	өдөр өнжүүлэх үйлчилгээ	эцэг, эх, асран хамгаалагчийн хүсэлтийн дагуу сургалтын байгууллага иргэнтэй харилцан тохиролцож үйлдсэн гэрээний үндсэн дээр эрүүл, аюулгүй орчинд хүүхдийг асрах, хамгаалах, хөгжлийг дэмжих сургалтаас гадуур үзүүлэх үйлчилгээг	NM	үйлчилгээ
366	17688770454603084	эх загвар зураг /эскиз/	инженер хайгуулын судалгаанд үндэслэн боловсруулсан барилга байгууламжийн хэсэгчилсэн ерөнхий төлөвлөгөө, тохижилт, гудамжны дэлгээсүүд, орчны барилгуудтай уялдсан байдал, эзлэхүүн төлөвлөлт, бүтээц, инженерийн хангамжийн ерөнхий шийдэл, эрүүл ахуй, галын аюулгүй байдал, нарны тусгал, барилгын давхрын байгуулалт, огтлол, нүүр тал /фасад/, архитектур, өнгөний шийдэл, үзүүлэлтийг тодорхойлсон баримт бичгийг	NM	/эскиз/
358	17688770454604691	инженерийн шугам сүлжээ	ус хангамж, цахилгаан, дулаан, ариутгах татуурга, цэвэрлэх байгууламж, газрын тос болон төрөл бүрийн хий дамжуулах хоолой, харилцаа холбооны төвлөрсөн байгууламжийг	NM	сүлжээ
746	17688770459966100	жолоочийн даатгалын сан	жолоочийн даатгалд хамрагдаагүй, эсхүл гэрээний хугацаа дууссан түүнчлэн даатгалын тохиолдол гаргасан жолооч зугтаасан болон даатгагч нь дампуурсан зэрэг тохиолдолд жолоочоос бусад этгээдэд учруулсан хохирлыг нөхөн төлөх зорилгоор хэд хэдэн даатгагч хамтарч энэ хуульд заасны дагуу байгуулсан санг	NM	сан
794	17688770461483330	зөрчлийн хэрэг бүртгэлт	зөрчил үйлдсэн хүн, хуулийн этгээдийг тогтоох, шийтгэл оногдуулах эсэхийг шийдвэрлэх зорилгоор эрх бүхий албан тушаалтны явуулах энэ хуульд заасан ажиллагааг	NM	бүртгэлт
